wdir,station_id,lat,lon,date
285.0,72281,32.8167,-115.65,2012-10-28
282.0,72281,32.8167,-115.65,2012-11-04
247.0,72281,32.8167,-115.65,2012-11-11
267.0,72281,32.8167,-115.65,2012-11-18
247.0,72281,32.8167,-115.65,2012-12-02
231.0,72281,32.8167,-115.65,2012-12-16
268.6666666666667,72281,32.8167,-115.65,2012-12-23
262.0,72281,32.8167,-115.65,2012-12-30
294.0,72281,32.8167,-115.65,2013-01-06
269.3333333333333,72281,32.8167,-115.65,2013-01-13
277.0,72281,32.8167,-115.65,2013-01-20
175.0,72281,32.8167,-115.65,2013-01-27
275.0,72281,32.8167,-115.65,2013-02-03
239.5,72281,32.8167,-115.65,2013-02-10
275.6666666666667,72281,32.8167,-115.65,2013-02-17
268.2,72281,32.8167,-115.65,2013-02-24
302.0,72281,32.8167,-115.65,2013-03-03
270.4,72281,32.8167,-115.65,2013-03-10
223.0,72281,32.8167,-115.65,2013-03-17
267.0,72281,32.8167,-115.65,2013-03-24
229.33333333333334,72281,32.8167,-115.65,2013-03-31
275.0,72281,32.8167,-115.65,2013-04-07
239.5,72281,32.8167,-115.65,2013-04-14
274.0,72281,32.8167,-115.65,2013-04-21
250.0,72281,32.8167,-115.65,2013-04-28
261.4,72281,32.8167,-115.65,2013-05-05
273.3333333333333,72281,32.8167,-115.65,2013-05-12
230.5,72281,32.8167,-115.65,2013-05-19
244.0,72281,32.8167,-115.65,2013-05-26
257.5,72281,32.8167,-115.65,2013-06-02
165.0,72281,32.8167,-115.65,2013-06-09
150.0,72281,32.8167,-115.65,2013-06-16
193.33333333333334,72281,32.8167,-115.65,2013-06-23
215.0,72281,32.8167,-115.65,2013-06-30
156.0,72281,32.8167,-115.65,2013-07-07
184.0,72281,32.8167,-115.65,2013-07-21
188.5,72281,32.8167,-115.65,2013-07-28
158.0,72281,32.8167,-115.65,2013-08-04
133.0,72281,32.8167,-115.65,2013-08-11
124.0,72281,32.8167,-115.65,2013-08-25
268.0,72281,32.8167,-115.65,2013-09-01
227.0,72281,32.8167,-115.65,2013-09-08
259.0,72281,32.8167,-115.65,2013-09-15
285.0,72281,32.8167,-115.65,2013-09-22
249.0,72281,32.8167,-115.65,2013-09-29
320.0,72281,32.8167,-115.65,2013-10-06
246.25,72281,32.8167,-115.65,2013-10-13
289.0,72281,32.8167,-115.65,2013-10-20
233.0,72281,32.8167,-115.65,2013-10-27
261.0,72281,32.8167,-115.65,2013-11-03
294.6666666666667,72281,32.8167,-115.65,2013-11-10
259.25,72281,32.8167,-115.65,2013-11-17
252.5,72281,32.8167,-115.65,2013-12-01
268.5,72281,32.8167,-115.65,2013-12-08
284.3333333333333,72281,32.8167,-115.65,2013-12-15
239.0,72281,32.8167,-115.65,2013-12-22
286.0,72281,32.8167,-115.65,2013-12-29
275.0,72281,32.8167,-115.65,2014-01-19
270.0,72281,32.8167,-115.65,2014-02-02
240.66666666666666,72281,32.8167,-115.65,2014-02-09
324.0,72281,32.8167,-115.65,2014-02-16
226.66666666666666,72281,32.8167,-115.65,2014-03-02
319.6666666666667,72281,32.8167,-115.65,2014-03-09
275.0,72281,32.8167,-115.65,2014-03-16
237.5,72281,32.8167,-115.65,2014-03-23
255.33333333333334,72281,32.8167,-115.65,2014-03-30
264.0,72281,32.8167,-115.65,2014-04-06
218.0,72281,32.8167,-115.65,2014-04-13
260.5,72281,32.8167,-115.65,2014-04-20
251.2,72281,32.8167,-115.65,2014-04-27
305.25,72281,32.8167,-115.65,2014-05-04
234.66666666666666,72281,32.8167,-115.65,2014-05-11
266.0,72281,32.8167,-115.65,2014-05-18
252.5,72281,32.8167,-115.65,2014-05-25
278.3333333333333,72281,32.8167,-115.65,2014-06-08
236.8,72281,32.8167,-115.65,2014-06-15
262.6666666666667,72281,32.8167,-115.65,2014-06-22
264.0,72281,32.8167,-115.65,2014-06-29
138.0,72281,32.8167,-115.65,2014-07-06
138.33333333333334,72281,32.8167,-115.65,2014-07-13
189.75,72281,32.8167,-115.65,2014-07-20
156.0,72281,32.8167,-115.65,2014-07-27
140.0,72281,32.8167,-115.65,2014-08-03
158.0,72281,32.8167,-115.65,2014-08-10
181.5,72281,32.8167,-115.65,2014-08-24
191.5,72281,32.8167,-115.65,2014-08-31
116.0,72281,32.8167,-115.65,2014-09-07
180.5,72281,32.8167,-115.65,2014-09-14
189.66666666666666,72281,32.8167,-115.65,2014-09-21
265.5,72281,32.8167,-115.65,2014-09-28
205.0,72281,32.8167,-115.65,2014-10-19
264.0,72281,32.8167,-115.65,2014-10-26
253.5,72281,32.8167,-115.65,2014-11-02
306.3333333333333,72281,32.8167,-115.65,2014-11-09
148.0,72281,32.8167,-115.65,2014-11-16
270.0,72281,32.8167,-115.65,2014-11-23
268.0,72281,32.8167,-115.65,2014-11-30
273.0,72281,32.8167,-115.65,2014-12-14
220.0,72281,32.8167,-115.65,2014-12-28
288.0,72281,32.8167,-115.65,2015-01-04
291.0,72281,32.8167,-115.65,2015-01-18
286.0,72281,32.8167,-115.65,2015-01-25
298.3333333333333,72281,32.8167,-115.65,2015-02-01
296.5,72281,32.8167,-115.65,2015-02-15
254.0,72281,32.8167,-115.65,2015-02-22
275.8,72281,32.8167,-115.65,2015-03-01
306.5,72281,32.8167,-115.65,2015-03-08
302.3333333333333,72281,32.8167,-115.65,2015-03-15
190.25,72281,32.8167,-115.65,2015-03-22
277.6666666666667,72281,32.8167,-115.65,2015-03-29
266.6,72281,32.8167,-115.65,2015-04-05
266.3333333333333,72281,32.8167,-115.65,2015-04-12
98.5,72281,32.8167,-115.65,2015-04-19
256.4,72281,32.8167,-115.65,2015-04-26
255.5,72281,32.8167,-115.65,2015-05-03
250.33333333333334,72281,32.8167,-115.65,2015-05-10
233.33333333333334,72281,32.8167,-115.65,2015-05-17
249.4,72281,32.8167,-115.65,2015-05-24
252.4,72281,32.8167,-115.65,2015-06-07
188.0,72281,32.8167,-115.65,2015-06-14
268.5,72281,32.8167,-115.65,2015-06-21
150.5,72281,32.8167,-115.65,2015-06-28
143.0,72281,32.8167,-115.65,2015-07-05
248.0,72281,32.8167,-115.65,2015-07-12
203.0,72281,32.8167,-115.65,2015-07-19
266.0,72281,32.8167,-115.65,2015-07-26
165.0,72281,32.8167,-115.65,2015-08-02
254.5,72281,32.8167,-115.65,2015-08-09
173.0,72281,32.8167,-115.65,2015-08-30
201.0,72281,32.8167,-115.65,2015-09-13
262.0,72281,32.8167,-115.65,2015-09-20
133.5,72281,32.8167,-115.65,2015-09-27
216.4,72281,32.8167,-115.65,2015-10-04
242.8,72281,32.8167,-115.65,2015-10-11
308.3333333333333,72281,32.8167,-115.65,2015-10-18
246.4,72281,32.8167,-115.65,2015-10-25
296.6666666666667,72281,32.8167,-115.65,2015-11-01
267.0,72281,32.8167,-115.65,2015-11-08
252.83333333333334,72281,32.8167,-115.65,2015-11-15
283.6666666666667,72281,32.8167,-115.65,2015-11-22
274.6666666666667,72281,32.8167,-115.65,2015-11-29
284.0,72281,32.8167,-115.65,2015-12-06
257.5,72281,32.8167,-115.65,2015-12-13
280.0,72281,32.8167,-115.65,2015-12-20
274.0,72281,32.8167,-115.65,2015-12-27
